id,raq_01,raq_02,raq_03,raq_04,raq_05,raq_06,raq_07,raq_08,raq_09,raq_10,raq_11,raq_12,raq_13,raq_14,raq_15,raq_16,raq_17,raq_18,raq_19,raq_20,raq_21,raq_22,raq_23
f486er,2,2,4,2,3,1,1,2,4,2,2,2,1,2,2,2,2,2,1,3,2,5,5
l3g5g6,2,1,3,2,3,2,1,2,4,2,2,3,3,2,2,3,2,2,4,3,3,2,3
8k38wi,2,3,4,2,3,2,2,2,4,3,2,2,2,2,2,2,2,3,3,3,2,4,4
64xnv3,1,2,2,2,2,1,3,2,1,2,2,3,2,2,1,2,2,1,2,4,3,2,5
j3vgu6,3,2,2,3,3,2,3,3,4,2,3,3,2,3,3,2,3,2,1,4,4,3,3
17rq35,1,1,3,2,2,2,3,2,3,2,3,3,2,3,2,2,2,2,2,4,3,4,3
284871,2,2,1,2,2,2,3,2,3,2,2,3,2,2,2,3,2,2,2,5,3,3,1
557q2c,2,1,3,3,2,2,3,2,1,2,3,4,4,3,4,2,4,3,2,4,3,1,2
tdm34f,1,4,3,2,2,2,3,1,3,2,1,2,2,2,2,2,2,2,2,2,2,4,4
17o8e8,1,2,3,2,3,1,4,2,4,2,2,5,1,2,2,2,2,2,2,3,3,4,4
1cki84,2,2,4,3,3,2,2,2,3,2,2,3,2,2,2,3,3,2,4,3,3,3,4
4nj434,1,2,2,3,3,4,3,1,4,3,1,4,3,3,3,3,1,3,2,4,3,2,1
5dunrb,2,1,1,4,5,3,5,1,2,4,1,4,1,4,5,5,2,4,1,2,2,2,2
h8kh06,2,1,3,2,2,2,4,2,5,2,2,3,3,4,2,2,2,2,2,5,2,2,4
ln6g67,2,3,3,2,3,4,3,3,2,3,3,3,3,3,4,3,3,3,2,3,2,3,4
s3vr56,2,3,3,3,2,2,3,2,4,3,3,2,2,3,3,3,3,2,3,4,3,4,4
q6utw7,4,2,2,3,4,1,2,2,4,2,2,4,2,2,3,4,3,2,1,2,2,4,1
xw45wb,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,2,2,4
4979ha,2,1,3,2,2,2,2,2,1,1,2,3,2,1,2,2,2,2,1,3,2,3,3
37b378,2,2,3,2,2,1,2,2,3,2,1,2,1,2,2,2,2,1,4,3,2,4,4
u439r6,3,1,3,3,2,3,4,3,1,4,3,4,4,3,4,3,2,3,1,3,4,1,4
e1siv3,1,1,2,1,1,3,3,3,3,1,3,1,2,2,3,1,2,2,2,3,2,3,5
4if7kh,2,2,3,2,2,2,2,2,4,2,2,2,2,2,3,3,3,3,4,2,2,3,3
eosfrj,2,2,4,2,1,1,3,1,5,1,1,3,1,3,1,2,1,1,5,4,3,4,4
x1d3j1,2,1,3,2,2,1,4,2,3,1,1,4,1,3,5,3,2,3,4,2,2,4,5
5p7p59,3,2,3,3,3,2,2,2,3,2,2,3,2,2,3,3,2,2,4,3,3,4,4
y200e2,2,3,4,2,2,3,4,2,4,2,2,2,2,2,3,3,3,2,4,3,3,3,4
81q07l,2,1,3,3,4,2,3,1,3,2,2,3,1,3,3,3,2,2,3,4,3,3,4
b3741d,2,2,5,3,4,1,1,2,3,1,1,4,1,1,1,3,3,2,3,4,3,1,3
a2474a,2,2,2,3,4,3,3,2,2,2,2,3,3,3,2,2,3,2,3,3,4,3,3
269i7w,2,1,4,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,1,4,3,3,2
4gox59,2,1,5,2,1,1,1,2,3,2,2,5,3,4,3,2,2,1,4,5,4,1,1
675p79,2,1,3,2,3,3,3,2,4,2,3,3,3,2,3,3,3,3,2,3,3,2,3
4g7id6,2,1,2,3,2,2,3,4,2,2,4,3,3,3,4,3,2,3,1,4,3,2,4
f3r7pq,2,3,2,2,4,3,3,2,3,3,2,3,1,3,2,2,2,1,4,4,2,2,2
v96i4w,2,2,4,2,2,2,4,2,4,2,2,2,2,2,2,2,2,3,4,2,3,4,4
654oft,2,1,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,4
52dfpx,2,1,2,3,4,4,5,2,3,3,3,3,4,3,4,4,2,3,1,2,3,3,2
6543n8,2,4,4,2,2,2,3,2,4,2,2,3,2,2,3,2,2,2,4,4,3,4,4
qodt64,2,1,2,3,2,2,4,2,2,4,3,4,3,3,2,4,3,3,3,3,4,2,4
8sl62i,2,1,1,2,2,2,3,1,2,3,1,3,1,3,3,2,2,3,3,2,3,3,3
14r6y0,2,1,3,2,2,2,2,1,2,3,1,3,2,2,2,2,2,2,1,3,2,3,5
8jusy9,3,1,1,4,3,5,5,3,5,3,4,4,4,5,5,4,3,5,1,5,5,1,3
9r4uuf,2,2,4,2,2,2,3,2,4,2,2,2,1,1,2,3,2,1,3,2,2,3,3
l36nk6,1,2,3,2,2,3,4,2,1,3,2,2,2,3,3,4,3,2,3,4,4,3,4
x2bn2j,1,1,1,4,1,2,4,1,1,1,1,2,2,4,4,1,1,4,1,5,2,4,2
4888iw,2,1,1,2,2,2,2,2,1,2,2,2,2,3,3,2,2,2,1,5,4,1,5
lbmhn6,2,2,2,4,4,2,4,3,2,2,3,3,3,4,3,3,3,4,2,2,2,4,2
93n36h,2,2,2,4,2,1,2,2,5,2,2,2,1,5,3,2,2,1,2,3,3,1,5
6w2yi4,2,2,2,5,4,5,5,2,1,1,3,4,4,4,5,3,2,4,2,2,2,3,2
h1v42i,3,2,1,3,3,1,3,2,4,3,3,4,3,2,3,3,3,4,1,5,4,3,3
nog25v,2,1,4,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,3,2,4,4
16wmg4,3,1,1,3,3,1,4,3,3,4,2,5,2,4,4,5,3,3,2,2,5,4,4
a5747r,2,1,3,3,2,2,3,2,2,2,3,2,2,3,5,2,3,3,1,4,4,2,2
t6k5fy,1,2,4,3,2,1,1,1,2,2,1,2,1,2,3,3,1,3,1,4,1,4,4
160674,3,1,3,2,2,1,1,1,2,2,1,3,2,2,2,2,2,3,4,5,3,4,4
442mo7,4,2,2,4,2,3,5,2,3,1,3,3,2,3,3,4,3,3,2,5,4,3,3
921132,2,2,4,3,2,2,4,2,1,2,2,4,3,2,4,2,2,2,2,4,4,4,4
56ja28,1,2,3,2,2,2,3,2,3,2,2,2,2,2,3,2,2,1,3,3,3,3,4
xwt1ka,2,3,4,2,2,2,2,2,4,2,2,3,2,2,3,2,2,2,3,4,2,3,4
n445l2,2,1,2,5,4,3,3,4,1,4,3,3,1,1,2,2,4,2,2,4,4,4,5
11sjaw,2,2,2,1,3,2,2,2,2,2,1,3,3,3,1,2,2,3,2,4,3,2,1
6288f5,2,2,3,2,2,2,2,2,4,2,2,3,2,2,2,2,2,2,3,3,3,3,4
1v3yup,3,2,4,3,3,1,2,2,4,2,2,3,2,3,2,3,3,3,2,4,2,4,4
m6sp26,2,1,3,1,1,3,3,2,1,4,2,3,2,1,1,2,3,3,4,4,3,3,4
2in647,2,2,4,2,4,2,4,2,2,2,3,4,3,4,2,2,2,2,3,4,3,3,4
soyj9m,1,1,3,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,4,2,5,2
245b6k,3,1,3,4,4,5,5,2,5,2,3,5,2,4,1,2,4,1,2,5,4,1,4
341uf6,2,4,3,3,2,2,3,2,2,2,2,3,3,2,3,2,2,3,1,4,2,4,4
8c4120,2,2,2,3,4,4,3,3,3,2,2,3,3,3,4,3,4,3,2,4,3,3,3
c7u6wk,1,1,4,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,4,2,4,3
387vpl,2,2,4,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,3,3,2,3,3
357ri0,2,3,4,2,3,1,1,2,3,2,1,3,1,1,2,3,2,1,4,3,2,4,2
e7gxe7,2,1,3,2,2,1,4,2,3,2,2,2,2,4,2,2,3,2,3,2,1,2,3
8ufp3j,3,1,2,4,4,4,4,3,4,4,2,4,3,4,5,5,3,4,1,3,4,2,2
4158d0,2,5,5,2,2,1,1,1,5,2,1,2,1,2,2,2,2,2,3,3,2,4,4
48803k,2,2,4,5,5,5,4,2,3,2,2,3,4,3,4,2,2,3,1,2,5,3,5
751e8t,4,1,1,5,5,3,2,2,1,1,3,4,2,3,2,5,3,2,1,5,2,3,4
s1e8ja,2,1,4,2,2,1,1,2,5,2,2,3,3,2,2,3,2,1,3,2,2,3,5
x7s9t2,4,1,2,3,4,4,4,3,1,4,3,4,4,4,3,4,3,3,2,4,4,2,3
8o5mr7,3,1,2,3,4,2,2,3,4,2,2,3,2,4,2,3,2,3,3,4,3,2,4
p2p49l,3,1,2,4,4,3,4,3,3,2,3,4,3,3,4,4,3,3,2,5,5,3,4
e85647,2,1,2,4,4,2,2,3,1,2,2,3,4,3,4,4,2,2,4,4,3,4,3
5f5pd2,3,1,1,5,3,2,4,2,1,4,2,4,2,3,2,3,2,3,2,5,4,3,5
wyg287,2,2,2,4,2,2,4,2,4,4,2,4,3,4,3,3,4,4,2,4,4,3,4
us7khb,2,3,4,1,1,1,3,1,3,2,1,2,1,2,3,2,1,1,4,1,2,4,4
p4657s,2,2,3,4,2,2,4,4,2,3,2,2,3,3,2,4,2,2,1,4,4,4,4
sk444x,4,1,1,4,3,5,5,4,2,4,5,5,4,5,5,5,4,5,1,4,4,2,4
wti8ou,2,2,3,4,3,2,3,3,4,2,2,2,2,3,2,3,2,3,1,2,2,4,5
33flr5,2,1,2,3,3,5,4,2,1,4,2,5,4,4,4,4,3,3,2,1,4,3,5
85d5jl,2,1,3,3,2,2,2,2,4,2,2,3,3,3,2,2,2,1,2,2,3,4,4
k557hd,4,1,2,3,3,3,3,2,3,3,2,2,2,4,3,4,3,3,3,4,2,3,3
467185,1,1,2,3,3,3,4,2,2,4,2,4,3,4,5,3,2,4,1,4,3,1,3
uy790h,2,2,2,2,3,2,3,2,3,3,2,3,2,3,2,2,2,2,1,3,4,3,4
vkm45g,2,3,3,3,3,2,2,3,2,2,2,3,3,3,3,3,4,3,2,4,4,3,2
7s3474,2,3,3,2,2,2,3,2,4,3,2,3,2,3,2,3,2,3,2,3,3,4,4
6rt119,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4,4,1,4,4
7el273,4,4,3,5,3,3,3,4,2,4,4,3,1,3,5,4,2,2,2,5,4,3,4
jf5kwf,2,2,3,3,2,3,3,2,4,2,2,3,3,3,3,2,2,3,2,4,2,4,4
wcv667,3,1,2,4,3,3,3,2,2,3,4,4,3,2,2,2,3,3,2,5,4,2,4
6ojd2h,2,1,3,3,2,2,3,1,4,2,2,3,2,3,3,3,2,2,2,4,3,2,4
l36umq,3,1,3,1,4,1,5,2,5,1,2,3,2,3,1,3,3,4,3,5,3,4,5
f9kesx,3,1,3,2,2,1,5,4,3,2,2,4,3,2,2,2,3,3,2,5,4,4,3
44d6w9,2,4,5,1,1,1,1,1,5,1,1,2,1,1,1,2,1,1,5,1,1,2,5
61f4u4,1,1,4,2,1,1,2,2,1,2,2,4,2,2,5,4,2,2,1,1,2,3,4
mg4jc2,2,1,3,3,2,2,3,2,3,3,2,3,2,2,2,2,2,3,3,3,2,3,4
34sxul,3,1,1,5,3,1,4,2,1,4,4,1,3,5,2,4,4,2,1,4,4,2,1
h24521,1,1,3,3,2,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,2,4
e89283,2,1,4,2,3,2,1,3,4,2,2,2,1,1,2,2,1,2,2,4,3,3,3
1hhp6p,2,2,3,2,3,3,3,3,3,3,2,2,3,2,3,3,3,3,2,3,3,3,3
lm2n4f,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,5,4,3,4
vm2ip8,2,1,3,2,2,2,2,2,3,2,1,3,3,2,3,2,3,2,3,4,3,2,3
x16mn1,5,3,1,5,4,2,4,5,4,2,4,3,2,3,4,4,5,3,5,5,5,2,2
14vm9k,2,1,1,5,3,4,4,4,1,3,5,3,3,3,5,5,5,3,1,5,3,1,3
i53x2q,2,1,2,2,4,1,2,2,1,2,1,2,2,2,1,3,1,2,1,4,4,1,4
2l4421,2,2,3,4,4,2,4,2,3,2,3,3,2,2,3,2,4,3,2,4,4,2,4
x7htg6,2,2,4,2,3,2,2,2,4,2,2,2,2,2,2,2,2,2,3,3,2,4,4
5996sl,2,1,2,2,4,2,3,3,4,2,3,3,2,2,3,3,3,2,2,4,3,3,4
jh53j4,3,3,4,3,2,2,1,2,2,2,2,4,3,4,3,3,2,3,4,3,3,4,4
08e8h9,4,1,1,5,5,1,5,3,1,1,3,5,4,3,2,4,4,3,1,5,5,3,4
l6ehy2,2,1,3,2,2,2,3,2,2,2,2,3,2,3,3,2,2,2,2,5,4,2,3
fmu3v2,2,1,4,3,2,1,2,1,5,1,1,1,1,2,2,3,2,1,4,3,2,5,5
1x478y,3,1,1,3,3,2,4,3,1,2,4,3,3,4,4,5,5,2,2,3,5,3,2
tm0kjx,2,1,2,3,3,4,5,2,5,1,2,5,3,3,3,4,4,5,1,4,4,3,3
78705v,2,2,4,2,3,4,2,2,3,4,2,4,2,3,2,2,2,3,2,2,2,2,3
qiy236,2,2,4,2,2,2,3,2,4,2,2,2,2,2,2,2,2,2,3,3,3,3,4
ypls7t,1,1,4,3,4,1,2,2,2,2,1,3,2,2,3,3,2,1,3,3,2,3,4
b4w4y6,2,1,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,4,4
ey5i47,2,4,3,1,1,1,1,1,5,1,1,1,1,1,3,2,2,1,4,2,2,4,5
8ss354,2,2,3,2,3,2,2,3,4,3,2,3,2,2,2,3,3,2,3,2,2,4,3
98ii31,1,3,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,3,2,3,5
q58497,3,1,1,4,4,3,5,5,1,4,4,4,2,4,5,5,3,4,1,4,4,1,4
om25aj,2,3,3,3,2,3,2,2,4,2,2,3,2,3,3,2,2,2,2,5,4,4,4
8o1ay8,2,1,3,2,1,2,2,1,3,2,1,1,1,2,3,1,3,2,3,3,2,4,3
a501eu,5,2,2,4,4,5,5,1,1,4,1,5,3,5,3,4,1,5,2,4,4,3,4
247747,1,1,3,3,2,1,2,1,2,1,1,3,2,2,3,2,2,2,2,3,2,4,4
l8e5mw,2,1,3,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,4,4,3,2
6a177e,2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,4,2,2,4
5m2y23,3,1,3,3,2,1,1,2,3,2,2,2,2,2,2,3,3,2,3,3,3,3,4
